transaction_id,product_id,transaction_date,transaction_time,transaction_type,quantity,from_warehouse,to_warehouse,unit_cost,total_value,reference_id,employee_id
INV0008648,BEAU-001226,2023-10-10,16:08:33,Receive,39,WH02,,38.57,1504.23,PO18063,EMP00006
INV0008649,AUTO-002158,2023-03-19,11:39:58,Receive,152,WH05,,105.87,16092.24,PO63595,EMP00004
INV0008650,JEWL-002616,2019-10-11,01:10:29,Receive,145,WH04,,309.06,44813.7,PO37717,EMP00060
INV0008651,SPRT-001512,2022-01-25,01:14:09,Adjust,9,WH06,,85.61,770.49,,EMP00040
INV0008652,BOOK-002338,2023-06-25,11:20:24,Transfer,-41,WH01,WH08,7.72,,,EMP00010
INV0008653,GROC-001108,2023-02-06,01:23:56,Receive,91,WH08,,27.66,2517.06,PO37335,EMP00095
INV0008654,GROC-000826,2021-02-28,15:56:07,Return,4,WH02,,5.09,20.36,,EMP00065
INV0008655,BOOK-002394,2021-06-28,02:57:06,Receive,52,WH04,,3.44,178.88,PO86731,EMP00026
INV0008656,TOYS-001881,2020-05-13,21:12:43,Count,0,WH05,,10.42,,,EMP00056
INV0008657,GROC-001097,2020-09-06,23:15:14,Receive,169,WH05,,42.88,7246.72,PO77846,EMP00076
INV0008658,BEAU-001334,2021-02-08,15:49:43,Receive,81,WH02,,38.77,3140.37,PO68915,EMP00054
INV0008659,GROC-000884,2021-01-14,06:16:04,Receive,83,WH03,,37.12,3080.96,PO60083,EMP00026
INV0008660,TOYS-001909,2020-01-18,23:11:53,Receive,198,WH07,,8.56,1694.88,PO22485,EMP00013
INV0008661,AUTO-002090,2023-12-25,02:13:29,Receive,199,WH03,,831.73,165514.27,PO94964,EMP00029
INV0008662,HOME-000622,2023-04-11,11:52:11,Receive,163,WH03,,135.69,22117.47,PO99343,EMP00036
INV0008663,GRDN-003125,2023-08-05,08:28:32,Receive,24,WH02,,21.62,518.88,PO93187,EMP00087
INV0008664,FURN-002982,2020-05-12,07:03:59,Ship,-16,WH03,,451.83,,,EMP00040
INV0008665,GRDN-003248,2021-11-27,13:18:31,Ship,-9,WH08,,19.86,,,EMP00080
INV0008666,CLTH-000366,2023-07-31,10:29:11,Receive,19,WH03,,38.08,723.52,PO79976,EMP00035
INV0008667,CLTH-000355,2021-08-27,18:39:09,Transfer,-34,WH08,WH05,44.35,,,EMP00073
INV0008668,SPRT-001806,2021-07-08,14:24:11,Ship,-5,WH07,,161.43,,,EMP00093
INV0008669,AUTO-002143,2019-11-26,16:16:12,Ship,-8,WH02,,138.6,,,EMP00037
INV0008670,ELEC-000128,2022-02-16,14:15:26,Return,1,WH02,,568.54,568.54,,EMP00005
INV0008671,SPRT-001677,2020-10-23,15:32:35,Return,5,WH07,,38.93,194.65,,EMP00067
INV0008672,BEAU-001380,2020-03-08,20:19:44,Receive,10,WH03,,29.84,298.4,PO79057,EMP00045
INV0008673,BEAU-001323,2019-07-25,22:24:05,Adjust,8,WH06,,30.45,243.6,,EMP00073
INV0008674,BOOK-002173,2022-11-29,15:10:50,Receive,153,WH02,,10.57,1617.21,PO84847,EMP00077
INV0008675,FURN-002982,2020-10-17,16:16:23,Count,0,WH04,,451.83,,,EMP00004
INV0008676,FURN-002803,2023-02-16,20:51:36,Ship,-10,WH02,,278.07,,,EMP00016
INV0008677,SPRT-001483,2021-04-27,13:03:54,Ship,-10,WH07,,33.06,,,EMP00022
INV0008678,JEWL-002593,2023-06-14,04:16:28,Receive,128,WH02,,518.02,66306.56,PO16175,EMP00025
INV0008679,HOME-000728,2020-10-21,21:09:26,Adjust,-10,WH07,,123.64,,,EMP00058
INV0008680,FURN-003087,2021-01-08,22:51:20,Ship,-17,WH06,,256.55,,,EMP00046
INV0008681,JEWL-002501,2019-07-06,08:48:01,Ship,-17,WH03,,143.41,,,EMP00053
INV0008682,GROC-001154,2021-01-17,15:24:08,Adjust,3,WH02,,408.66,1225.98,,EMP00048
INV0008683,GRDN-003260,2020-09-01,17:26:14,Receive,85,WH02,,10.2,867.0,PO64990,EMP00024
INV0008684,ELEC-000068,2020-01-04,09:59:52,Ship,-27,WH08,,857.59,,,EMP00054
INV0008685,GRDN-003273,2020-10-09,20:02:55,Receive,54,WH02,,63.16,3410.64,PO30007,EMP00030
INV0008686,JEWL-002592,2022-04-21,19:42:05,Receive,149,WH01,,492.57,73392.93,PO96002,EMP00058
INV0008687,GRDN-003134,2022-10-20,07:54:59,Receive,157,WH05,,31.57,4956.49,PO57750,EMP00096
INV0008688,HOME-000646,2021-08-13,23:27:35,Receive,51,WH01,,127.39,6496.89,PO66087,EMP00093
INV0008689,FURN-002762,2022-01-23,04:58:18,Receive,14,WH01,,748.75,10482.5,PO21050,EMP00033
INV0008690,GROC-000996,2020-10-04,05:00:29,Ship,-49,WH02,,41.65,,,EMP00017
INV0008691,SPRT-001730,2020-02-24,01:26:29,Ship,-28,WH03,,78.88,,,EMP00051
INV0008692,ELEC-000126,2019-08-24,15:12:04,Transfer,-14,WH02,WH03,567.23,,,EMP00048
INV0008693,CLTH-000511,2020-02-01,19:08:33,Ship,-50,WH01,,88.96,,,EMP00001
INV0008694,FURN-002889,2022-09-10,21:56:59,Receive,58,WH06,,410.48,23807.84,PO51679,EMP00049
INV0008695,SPRT-001763,2020-01-25,05:17:38,Transfer,14,WH01,WH04,152.88,2140.32,,EMP00037
INV0008696,CLTH-000166,2023-08-06,12:08:08,Receive,92,WH02,,67.21,6183.32,PO13288,EMP00008
INV0008697,ELEC-000008,2022-10-07,16:24:05,Receive,198,WH07,,320.56,63470.88,PO97279,EMP00085
INV0008698,GROC-000899,2021-11-10,18:17:06,Receive,195,WH02,,37.81,7372.95,PO82359,EMP00038
INV0008699,GROC-000836,2020-03-09,10:16:34,Receive,140,WH03,,44.19,6186.6,PO18369,EMP00009
INV0008700,BEAU-001416,2022-03-11,05:18:24,Ship,-3,WH04,,27.17,,,EMP00064
INV0008701,CLTH-000215,2020-01-17,14:54:57,Receive,101,WH05,,141.76,14317.76,PO70513,EMP00087
INV0008702,FURN-002875,2023-06-14,10:24:09,Ship,-43,WH06,,707.56,,,EMP00094
INV0008703,CLTH-000203,2020-07-11,15:36:03,Ship,-37,WH08,,11.53,,,EMP00028
INV0008704,SPRT-001595,2022-08-15,05:53:11,Ship,-3,WH04,,114.47,,,EMP00098
INV0008705,CLTH-000480,2023-06-30,09:47:58,Return,2,WH05,,146.0,292.0,,EMP00097
INV0008706,JEWL-002431,2019-11-05,08:12:02,Receive,30,WH02,,421.17,12635.1,PO39951,EMP00017
INV0008707,GRDN-003202,2021-02-23,06:54:10,Receive,58,WH08,,13.78,799.24,PO65502,EMP00065
INV0008708,BOOK-002195,2022-03-05,07:52:48,Receive,31,WH03,,20.46,634.26,PO26024,EMP00095
INV0008709,FURN-003103,2022-06-30,10:11:19,Adjust,9,WH02,,723.02,6507.18,,EMP00053
INV0008710,HOME-000732,2022-08-29,19:43:34,Receive,44,WH02,,66.41,2922.04,PO49559,EMP00057
INV0008711,CLTH-000281,2019-08-17,12:42:49,Receive,150,WH01,,119.11,17866.5,PO92781,EMP00014
INV0008712,FURN-002826,2019-08-18,05:52:58,Ship,-50,WH08,,142.58,,,EMP00037
INV0008713,JEWL-002534,2019-10-26,06:38:05,Receive,184,WH07,,725.12,133422.08,PO78226,EMP00051
INV0008714,FURN-003080,2023-11-09,08:28:25,Receive,65,WH05,,938.62,61010.3,PO45830,EMP00074
INV0008715,TOYS-001966,2021-04-01,02:15:48,Ship,-28,WH06,,25.85,,,EMP00033
INV0008716,BEAU-001233,2019-07-19,19:33:51,Transfer,-35,WH03,WH02,23.31,,,EMP00096
INV0008717,GROC-000736,2021-04-30,17:46:22,Receive,82,WH07,,15.02,1231.64,PO22803,EMP00012
INV0008718,CLTH-000364,2020-07-01,06:43:10,Return,4,WH05,,248.85,995.4,,EMP00083
INV0008719,SPRT-001491,2023-01-17,13:48:59,Ship,-15,WH02,,100.15,,,EMP00013
INV0008720,GROC-000780,2021-07-26,17:52:00,Count,0,WH04,,8.76,,,EMP00056
INV0008721,CLTH-000479,2020-01-13,12:09:00,Receive,72,WH05,,86.2,6206.4,PO45819,EMP00017
INV0008722,GROC-000891,2020-05-12,11:57:35,Ship,-13,WH06,,33.52,,,EMP00047
INV0008723,BEAU-001249,2020-12-22,18:43:59,Ship,-41,WH03,,46.07,,,EMP00017
INV0008724,BEAU-001305,2021-01-15,13:44:50,Ship,-44,WH04,,58.79,,,EMP00041
INV0008725,GRDN-003168,2019-09-18,06:11:46,Receive,191,WH05,,32.12,6134.92,PO95575,EMP00068
INV0008726,GROC-001086,2021-04-20,18:25:37,Receive,119,WH07,,13.0,1547.0,PO32591,EMP00065
INV0008727,TOYS-001962,2020-06-01,05:38:11,Receive,75,WH07,,38.6,2895.0,PO10658,EMP00014
INV0008728,JEWL-002511,2020-09-11,19:21:31,Receive,68,WH07,,866.56,58926.08,PO41266,EMP00078
INV0008729,HOME-000582,2021-10-01,16:45:26,Receive,51,WH03,,140.3,7155.3,PO81436,EMP00011
INV0008730,GRDN-003206,2020-07-29,22:15:42,Ship,-13,WH03,,37.34,,,EMP00076
INV0008731,BOOK-002176,2021-05-14,18:16:24,Receive,136,WH07,,26.12,3552.32,PO91306,EMP00019
INV0008732,BOOK-002402,2023-05-26,20:05:03,Receive,42,WH07,,29.7,1247.4,PO58244,EMP00035
INV0008733,GROC-000919,2020-03-29,17:06:00,Receive,192,WH08,,29.42,5648.64,PO11740,EMP00036
INV0008734,GROC-000917,2020-04-10,22:58:36,Receive,44,WH07,,58.3,2565.2,PO21578,EMP00027
INV0008735,FURN-003081,2022-01-27,21:26:24,Adjust,-8,WH05,,296.12,,,EMP00063
INV0008736,SPRT-001800,2020-06-06,01:55:05,Receive,143,WH08,,96.05,13735.15,PO66578,EMP00082
INV0008737,GRDN-003151,2022-09-25,00:50:30,Return,4,WH08,,19.84,79.36,,EMP00084
INV0008738,GROC-000819,2021-07-07,22:14:48,Receive,91,WH03,,24.65,2243.15,PO50221,EMP00088
INV0008739,JEWL-002468,2021-07-25,14:43:51,Receive,50,WH03,,394.06,19703.0,PO90185,EMP00079
INV0008740,GROC-001015,2022-01-09,07:31:29,Ship,-26,WH08,,25.79,,,EMP00084
INV0008741,FURN-002776,2020-05-08,23:35:25,Transfer,-32,WH03,WH07,708.32,,,EMP00092
INV0008742,GROC-000822,2020-05-01,16:37:39,Receive,112,WH03,,28.48,3189.76,PO60831,EMP00017
INV0008743,GRDN-003147,2023-06-24,23:27:23,Adjust,-4,WH04,,26.31,,,EMP00037
INV0008744,SPRT-001718,2019-10-02,09:08:58,Ship,-37,WH02,,98.12,,,EMP00014
INV0008745,BOOK-002318,2022-12-09,02:23:42,Ship,-27,WH07,,45.39,,,EMP00028
INV0008746,GRDN-003267,2023-04-17,21:13:31,Adjust,6,WH04,,19.92,119.52,,EMP00056
INV0008747,AUTO-002100,2023-11-24,18:13:49,Receive,177,WH07,,107.35,19000.95,PO64610,EMP00087
INV0008748,GRDN-003209,2021-12-01,18:51:49,Receive,36,WH02,,54.37,1957.32,PO48341,EMP00034
INV0008749,BEAU-001315,2022-06-28,18:24:13,Receive,168,WH07,,58.03,9749.04,PO33544,EMP00003
INV0008750,HOME-000687,2020-10-13,21:04:53,Ship,-8,WH07,,105.15,,,EMP00091
INV0008751,BEAU-001317,2022-08-12,03:05:12,Receive,31,WH07,,12.09,374.79,PO53479,EMP00098
INV0008752,FURN-002744,2023-12-11,07:49:54,Ship,-41,WH06,,237.03,,,EMP00028
INV0008753,HOME-000531,2023-02-16,23:02:53,Receive,100,WH07,,84.61,8461.0,PO18155,EMP00066
INV0008754,FURN-003014,2021-07-13,02:06:04,Receive,52,WH06,,177.3,9219.6,PO52910,EMP00040
INV0008755,CLTH-000194,2019-08-17,03:42:57,Receive,188,WH02,,80.52,15137.76,PO68076,EMP00007
INV0008756,GRDN-003216,2022-06-07,12:56:34,Receive,160,WH01,,50.85,8136.0,PO20882,EMP00025
INV0008757,FURN-002745,2021-05-28,14:50:24,Ship,-38,WH06,,90.44,,,EMP00003
INV0008758,GROC-001069,2020-12-04,08:10:51,Receive,29,WH08,,28.94,839.26,PO83556,EMP00035
INV0008759,SPRT-001537,2021-05-11,08:38:02,Receive,172,WH01,,158.55,27270.6,PO10754,EMP00087
INV0008760,FURN-002888,2019-07-24,04:51:59,Receive,17,WH01,,394.25,6702.25,PO47471,EMP00021
INV0008761,SPRT-001809,2019-12-26,13:24:42,Receive,34,WH02,,38.31,1302.54,PO16087,EMP00040
INV0008762,BEAU-001194,2023-09-04,13:13:26,Receive,124,WH02,,53.17,6593.08,PO72947,EMP00093
INV0008763,GROC-000836,2019-09-17,14:58:24,Transfer,40,WH08,WH07,44.19,1767.6,,EMP00041
INV0008764,FURN-002955,2023-02-03,04:14:04,Receive,98,WH01,,124.08,12159.84,PO99083,EMP00060
INV0008765,ELEC-000074,2022-11-15,02:00:01,Receive,194,WH07,,343.21,66582.74,PO64336,EMP00093
INV0008766,SPRT-001654,2019-11-08,14:44:04,Ship,-37,WH02,,83.67,,,EMP00068
INV0008767,TOYS-001967,2022-01-15,15:43:13,Return,4,WH07,,43.35,173.4,,EMP00009
INV0008768,ELEC-000113,2020-07-11,05:34:27,Ship,-20,WH02,,661.11,,,EMP00075
INV0008769,CLTH-000383,2020-04-20,20:26:15,Receive,38,WH08,,33.62,1277.56,PO38569,EMP00026
INV0008770,BOOK-002347,2022-10-26,01:34:44,Receive,187,WH06,,21.88,4091.56,PO31960,EMP00097
INV0008771,AUTO-002028,2019-08-17,11:00:02,Ship,-5,WH03,,151.63,,,EMP00035
INV0008772,TOYS-001932,2021-01-18,18:36:35,Ship,-43,WH07,,57.99,,,EMP00074
INV0008773,SPRT-001626,2021-06-01,22:21:03,Receive,178,WH05,,106.81,19012.18,PO47153,EMP00037
INV0008774,BOOK-002365,2023-03-26,16:29:28,Transfer,-25,WH06,WH05,15.62,,,EMP00087
INV0008775,FURN-002968,2020-02-23,14:38:41,Ship,-30,WH01,,375.01,,,EMP00096
INV0008776,SPRT-001467,2019-10-12,13:56:19,Ship,-9,WH03,,84.54,,,EMP00053
INV0008777,FURN-002877,2023-07-09,09:58:58,Ship,-32,WH04,,898.37,,,EMP00082
INV0008778,JEWL-002421,2020-11-23,03:13:25,Receive,120,WH04,,493.48,59217.6,PO77745,EMP00081
INV0008779,CLTH-000302,2021-10-20,10:58:48,Receive,13,WH07,,43.93,571.09,PO27044,EMP00044
INV0008780,SPRT-001620,2021-02-02,23:26:43,Receive,97,WH01,,103.48,10037.56,PO61952,EMP00003
INV0008781,SPRT-001647,2021-10-23,02:57:44,Receive,191,WH06,,57.79,11037.89,PO87317,EMP00013
INV0008782,BEAU-001321,2023-08-21,21:51:26,Receive,110,WH07,,16.91,1860.1,PO53975,EMP00077
INV0008783,CLTH-000500,2020-04-02,05:28:11,Receive,79,WH05,,69.08,5457.32,PO65976,EMP00072
INV0008784,JEWL-002425,2023-12-27,16:26:53,Receive,129,WH01,,371.72,47951.88,PO94862,EMP00044
INV0008785,CLTH-000255,2023-05-24,09:27:07,Receive,73,WH06,,47.95,3500.35,PO94447,EMP00056
INV0008786,BOOK-002332,2023-07-27,18:09:49,Receive,25,WH06,,12.06,301.5,PO34573,EMP00003
INV0008787,FURN-003085,2021-07-08,17:26:27,Receive,48,WH06,,417.63,20046.24,PO88951,EMP00043
INV0008788,BEAU-001299,2020-02-04,14:30:04,Receive,58,WH07,,54.48,3159.84,PO11520,EMP00011
INV0008789,CLTH-000369,2021-12-12,09:53:58,Ship,-17,WH07,,69.55,,,EMP00074
INV0008790,CLTH-000477,2022-12-31,15:19:22,Receive,137,WH08,,186.89,25603.93,PO79069,EMP00075
INV0008791,BEAU-001325,2021-11-27,15:05:28,Receive,136,WH03,,26.15,3556.4,PO49867,EMP00069
INV0008792,CLTH-000319,2022-01-05,04:28:59,Receive,36,WH07,,151.18,5442.48,PO78084,EMP00019
INV0008793,BEAU-001386,2021-12-24,15:11:20,Ship,-7,WH08,,28.63,,,EMP00006
INV0008794,CLTH-000262,2023-09-16,20:46:35,Receive,46,WH07,,35.92,1652.32,PO51289,EMP00056
INV0008795,GROC-001038,2020-10-19,04:48:15,Ship,-27,WH06,,21.43,,,EMP00027
INV0008796,BEAU-001375,2022-10-10,15:18:22,Ship,-27,WH08,,21.53,,,EMP00076
INV0008797,AUTO-002146,2020-09-15,06:51:22,Ship,-41,WH07,,149.84,,,EMP00004
INV0008798,AUTO-002069,2020-01-03,18:03:18,Receive,61,WH07,,1081.03,65942.83,PO52622,EMP00022
INV0008799,HOME-000574,2019-09-22,04:58:33,Ship,-10,WH07,,36.75,,,EMP00016
INV0008800,CLTH-000265,2022-01-31,09:58:18,Receive,117,WH01,,16.44,1923.48,PO11564,EMP00066
INV0008801,BOOK-002349,2022-04-07,15:15:23,Transfer,15,WH02,WH07,18.83,282.45,,EMP00021
INV0008802,TOYS-001885,2021-11-02,06:40:44,Ship,-37,WH03,,59.12,,,EMP00022
INV0008803,HOME-000704,2023-12-06,13:44:36,Receive,74,WH03,,79.65,5894.1,PO64307,EMP00069
INV0008804,BOOK-002199,2021-02-26,00:50:07,Count,0,WH03,,59.04,,,EMP00014
INV0008805,GROC-001152,2019-07-14,17:16:15,Ship,-11,WH03,,41.19,,,EMP00007
INV0008806,HOME-000601,2022-11-06,05:49:26,Count,0,WH07,,116.05,,,EMP00081
INV0008807,FURN-003092,2023-02-28,21:54:21,Receive,130,WH04,,360.18,46823.4,PO89103,EMP00093
INV0008808,BEAU-001287,2022-09-06,02:53:43,Receive,130,WH02,,44.13,5736.9,PO20809,EMP00100
INV0008809,AUTO-002146,2020-09-13,05:35:45,Receive,40,WH02,,149.84,5993.6,PO57008,EMP00018
INV0008810,AUTO-002066,2020-09-05,05:47:07,Receive,93,WH05,,145.51,13532.43,PO86479,EMP00082
INV0008811,SPRT-001629,2022-03-24,12:18:28,Receive,167,WH04,,51.94,8673.98,PO83221,EMP00037
INV0008812,CLTH-000510,2021-01-21,10:54:39,Ship,-15,WH01,,115.48,,,EMP00030
INV0008813,FURN-002906,2022-05-28,23:30:25,Ship,-9,WH02,,467.17,,,EMP00003
INV0008814,GRDN-003188,2021-09-29,19:03:20,Receive,12,WH01,,40.87,490.44,PO14332,EMP00092
INV0008815,FURN-002896,2020-10-03,20:02:46,Ship,-4,WH05,,488.4,,,EMP00025
INV0008816,ELEC-000141,2022-10-14,00:50:05,Receive,167,WH07,,2893.43,483202.81,PO66003,EMP00069
INV0008817,SPRT-001816,2020-05-23,17:08:13,Receive,163,WH02,,11.61,1892.43,PO79731,EMP00082
INV0008818,JEWL-002672,2020-09-22,06:47:24,Receive,63,WH06,,694.75,43769.25,PO41417,EMP00064
INV0008819,TOYS-001970,2021-09-03,18:01:56,Ship,-31,WH07,,21.26,,,EMP00006
INV0008820,GRDN-003166,2023-02-15,20:11:07,Receive,153,WH08,,75.39,11534.67,PO92910,EMP00008
INV0008821,HOME-000678,2022-10-16,17:25:41,Receive,51,WH07,,38.42,1959.42,PO56729,EMP00027
INV0008822,FURN-003047,2021-03-03,10:19:53,Transfer,-37,WH04,WH06,791.14,,,EMP00023
INV0008823,GROC-000874,2023-03-09,15:09:04,Receive,140,WH01,,43.03,6024.2,PO77695,EMP00014
INV0008824,JEWL-002548,2022-05-03,06:06:45,Receive,80,WH02,,709.6,56768.0,PO57679,EMP00089
INV0008825,BOOK-002288,2019-10-28,14:34:20,Receive,24,WH02,,50.93,1222.32,PO56625,EMP00004
INV0008826,AUTO-002126,2021-01-29,23:39:16,Receive,51,WH04,,14.39,733.89,PO41058,EMP00001
INV0008827,CLTH-000294,2020-08-17,06:09:57,Receive,150,WH01,,447.37,67105.5,PO78901,EMP00025
INV0008828,JEWL-002658,2020-11-29,14:01:44,Receive,41,WH01,,663.27,27194.07,PO82066,EMP00062
INV0008829,CLTH-000454,2020-08-14,09:57:55,Receive,182,WH07,,42.3,7698.6,PO15315,EMP00098
INV0008830,FURN-003075,2022-04-30,23:35:54,Receive,196,WH04,,246.26,48266.96,PO99207,EMP00051
INV0008831,HOME-000609,2022-04-12,20:03:55,Ship,-27,WH03,,22.98,,,EMP00068
INV0008832,GRDN-003220,2021-07-09,07:51:38,Receive,173,WH04,,19.33,3344.09,PO40824,EMP00067
INV0008833,JEWL-002487,2021-02-25,16:02:13,Receive,66,WH02,,256.37,16920.42,PO22429,EMP00056
INV0008834,GRDN-003145,2020-07-30,04:35:09,Ship,-10,WH06,,18.93,,,EMP00047
INV0008835,GROC-000817,2023-07-25,04:02:47,Receive,118,WH02,,6.17,728.06,PO64892,EMP00067
INV0008836,BEAU-001248,2019-09-27,12:34:12,Ship,-24,WH07,,3.05,,,EMP00092
INV0008837,ELEC-000107,2022-09-16,22:45:24,Return,4,WH04,,565.09,2260.36,,EMP00069
INV0008838,BEAU-001399,2020-06-29,05:05:49,Ship,-4,WH03,,51.91,,,EMP00049
INV0008839,BEAU-001438,2020-12-13,18:42:04,Transfer,16,WH04,WH06,28.38,454.08,,EMP00070
INV0008840,FURN-002726,2020-09-26,08:37:06,Return,2,WH05,,764.38,1528.76,,EMP00077
INV0008841,BOOK-002329,2021-06-20,05:54:37,Ship,-24,WH06,,11.41,,,EMP00044
INV0008842,JEWL-002623,2022-11-03,11:06:37,Receive,55,WH03,,619.66,34081.3,PO11194,EMP00047
INV0008843,BEAU-001355,2020-08-04,18:35:52,Ship,-36,WH07,,36.67,,,EMP00062
INV0008844,BOOK-002389,2021-09-05,01:18:46,Receive,16,WH01,,33.76,540.16,PO31503,EMP00028
INV0008845,TOYS-001982,2020-12-26,10:30:21,Adjust,3,WH08,,21.2,63.6,,EMP00079
INV0008846,GROC-000991,2020-03-20,07:46:24,Receive,131,WH04,,60.96,7985.76,PO41038,EMP00064
INV0008847,GRDN-003130,2020-08-24,07:53:23,Receive,32,WH08,,35.95,1150.4,PO49473,EMP00050
INV0008848,JEWL-002567,2019-10-01,16:52:15,Ship,-16,WH01,,801.64,,,EMP00015
INV0008849,SPRT-001743,2023-08-31,16:25:48,Receive,112,WH06,,111.73,12513.76,PO80020,EMP00089
INV0008850,GROC-001009,2023-03-04,09:03:33,Ship,-6,WH01,,26.78,,,EMP00009
INV0008851,TOYS-001855,2019-11-24,02:19:48,Receive,44,WH05,,17.57,773.08,PO60525,EMP00028
INV0008852,CLTH-000470,2022-02-14,19:19:15,Adjust,-9,WH02,,99.35,,,EMP00011
INV0008853,GRDN-003191,2023-09-15,08:33:22,Adjust,-8,WH08,,53.32,,,EMP00070
INV0008854,HOME-000579,2022-02-10,22:40:17,Receive,173,WH06,,108.35,18744.55,PO49756,EMP00084
INV0008855,BOOK-002252,2019-09-08,04:48:21,Receive,67,WH05,,37.73,2527.91,PO11671,EMP00075
INV0008856,GROC-000895,2022-05-08,09:31:38,Receive,62,WH07,,16.66,1032.92,PO50674,EMP00070
INV0008857,JEWL-002651,2022-01-20,17:14:44,Receive,184,WH04,,103.7,19080.8,PO67501,EMP00050
INV0008858,BEAU-001307,2023-11-15,23:47:34,Receive,70,WH06,,44.41,3108.7,PO48291,EMP00017
INV0008859,AUTO-002099,2020-04-18,15:37:21,Ship,-3,WH02,,43.12,,,EMP00011
INV0008860,HOME-000526,2020-08-11,06:34:57,Receive,136,WH04,,104.74,14244.64,PO90854,EMP00013
INV0008861,HOME-000628,2023-09-06,02:04:57,Receive,194,WH03,,88.96,17258.24,PO65398,EMP00082
INV0008862,FURN-002921,2022-10-24,14:31:26,Adjust,2,WH07,,33.74,67.48,,EMP00006
INV0008863,ELEC-000131,2022-09-30,23:58:40,Receive,186,WH02,,1363.31,253575.66,PO33694,EMP00004
INV0008864,CLTH-000339,2023-09-04,12:44:34,Transfer,23,WH06,WH07,107.82,2479.86,,EMP00068
INV0008865,ELEC-000119,2020-09-16,09:17:20,Receive,146,WH01,,154.85,22608.1,PO28208,EMP00012
INV0008866,TOYS-001924,2021-09-09,01:20:08,Receive,26,WH02,,49.25,1280.5,PO36939,EMP00023
INV0008867,AUTO-002063,2020-10-22,22:45:24,Receive,29,WH02,,73.85,2141.65,PO48655,EMP00091
INV0008868,BOOK-002284,2020-06-12,19:34:08,Transfer,21,WH07,WH05,43.2,907.2,,EMP00087
INV0008869,FURN-003104,2023-11-23,13:27:08,Receive,192,WH01,,212.85,40867.2,PO56558,EMP00005
INV0008870,AUTO-002070,2022-06-04,18:19:49,Receive,148,WH01,,12.53,1854.44,PO63146,EMP00098
INV0008871,CLTH-000304,2020-12-24,16:26:16,Ship,-41,WH05,,154.5,,,EMP00067
INV0008872,JEWL-002520,2022-10-20,04:51:45,Transfer,-9,WH07,WH02,634.52,,,EMP00026
INV0008873,AUTO-002073,2022-06-20,01:14:14,Receive,85,WH08,,69.25,5886.25,PO67962,EMP00027
INV0008874,GRDN-003168,2020-12-23,06:35:23,Receive,37,WH04,,32.12,1188.44,PO32286,EMP00058
INV0008875,GROC-000903,2020-05-06,02:38:58,Receive,131,WH02,,50.01,6551.31,PO22917,EMP00004
INV0008876,FURN-002935,2023-02-19,17:15:21,Receive,121,WH01,,31.04,3755.84,PO39840,EMP00085
INV0008877,FURN-002738,2021-01-23,02:15:50,Receive,135,WH08,,196.97,26590.95,PO87943,EMP00032
INV0008878,BOOK-002306,2020-04-19,16:29:09,Ship,-10,WH03,,341.51,,,EMP00095
INV0008879,FURN-002765,2021-11-24,21:01:23,Ship,-13,WH04,,135.01,,,EMP00036
INV0008880,CLTH-000372,2023-02-16,14:30:12,Ship,-24,WH08,,83.15,,,EMP00026
INV0008881,TOYS-001893,2023-11-27,08:40:56,Transfer,-5,WH06,WH01,16.33,,,EMP00074
INV0008882,FURN-002950,2019-10-19,21:03:37,Receive,15,WH07,,179.26,2688.9,PO53050,EMP00028
INV0008883,JEWL-002530,2023-11-22,20:06:20,Receive,174,WH08,,421.59,73356.66,PO17459,EMP00037
INV0008884,GROC-000981,2019-10-07,14:00:33,Receive,130,WH03,,11.46,1489.8,PO55525,EMP00087
INV0008885,BEAU-001429,2019-07-23,20:52:18,Ship,-18,WH08,,5.57,,,EMP00045
INV0008886,FURN-002982,2020-04-10,20:35:57,Return,3,WH03,,451.83,1355.49,,EMP00076
INV0008887,JEWL-002496,2020-01-25,11:50:27,Receive,91,WH08,,410.13,37321.83,PO62207,EMP00087
INV0008888,GROC-001085,2023-02-08,23:53:57,Ship,-29,WH02,,53.45,,,EMP00009
INV0008889,BEAU-001439,2021-04-13,09:31:54,Ship,-3,WH06,,25.07,,,EMP00050
INV0008890,FURN-003103,2022-03-04,02:41:12,Transfer,18,WH06,WH04,723.02,13014.36,,EMP00085
INV0008891,SPRT-001796,2021-11-17,18:19:32,Ship,-11,WH06,,118.02,,,EMP00033
INV0008892,HOME-000652,2019-11-10,14:48:18,Ship,-24,WH02,,130.44,,,EMP00026
INV0008893,CLTH-000439,2019-12-05,02:10:57,Adjust,-4,WH02,,54.45,,,EMP00077
INV0008894,GROC-001083,2023-11-09,05:32:16,Ship,-27,WH02,,35.8,,,EMP00057
INV0008895,FURN-002722,2021-03-28,01:17:40,Receive,165,WH04,,43.68,7207.2,PO41540,EMP00002
INV0008896,JEWL-002684,2023-09-14,05:05:06,Adjust,1,WH01,,251.73,251.73,,EMP00040
INV0008897,TOYS-001861,2022-09-12,12:13:39,Ship,-17,WH03,,3.55,,,EMP00036
INV0008898,FURN-002857,2022-08-13,19:23:36,Receive,94,WH05,,116.41,10942.54,PO34979,EMP00081
INV0008899,JEWL-002557,2020-12-09,13:44:06,Receive,181,WH08,,352.27,63760.87,PO89933,EMP00033
INV0008900,AUTO-002045,2020-08-21,09:56:31,Receive,96,WH06,,187.62,18011.52,PO87181,EMP00003
